Art,Sort,Kg.,Gnms. pris,Max,dato,auktion
Blæksprutter,"9,0",481 kg.,"22,35 Kr.","23,60 Kr.",25-11-2020,Thyborøn
Fjæsing,"9,0",71 kg.,"22,06 Kr.","23,60 Kr.",25-11-2020,Thyborøn
Grå knurhaner,"9,0",85 kg.,"2,45 Kr.","2,50 Kr.",25-11-2020,Thyborøn
Havkat,"1,0",36 kg.,"48,90 Kr.","48,90 Kr.",25-11-2020,Thyborøn
Havkat,"2,0",285 kg.,"47,29 Kr.","56,10 Kr.",25-11-2020,Thyborøn
Havkat,"3,0",66 kg.,"21,91 Kr.","26,40 Kr.",25-11-2020,Thyborøn
Havkat,"9,0",4 kg.,"45,00 Kr.","45,00 Kr.",25-11-2020,Thyborøn
Havtaske,"1,0",8 kg.,"48,50 Kr.","48,50 Kr.",25-11-2020,Thyborøn
Havtaske,"2,0",37 kg.,"43,19 Kr.","48,40 Kr.",25-11-2020,Thyborøn
Havtaske,"3,0",122 kg.,"41,41 Kr.","43,80 Kr.",25-11-2020,Thyborøn
Havtaske,"4,0",190 kg.,"41,46 Kr.","42,00 Kr.",25-11-2020,Thyborøn
Havtaske,"5,0",173 kg.,"21,79 Kr.","25,74 Kr.",25-11-2020,Thyborøn
Havtaske u/h,"1,0",38 kg.,"75,50 Kr.","75,50 Kr.",25-11-2020,Thyborøn
Havtaske u/h,"2,0",144 kg.,"87,68 Kr.","88,30 Kr.",25-11-2020,Thyborøn
Havtaske u/h,"3,0",323 kg.,"84,26 Kr.","86,10 Kr.",25-11-2020,Thyborøn
Havtaske u/h,"4,0",324 kg.,"77,90 Kr.","77,90 Kr.",25-11-2020,Thyborøn
Havtaske u/h,"5,0",80 kg.,"47,28 Kr.","47,30 Kr.",25-11-2020,Thyborøn
Havtaske u/h,"9,0",12 kg.,"65,60 Kr.","65,60 Kr.",25-11-2020,Thyborøn
Helleflynder,"5,0",1 kg.,"48,90 Kr.","48,90 Kr.",25-11-2020,Thyborøn
Hvilling,"2,0",137 kg.,"19,67 Kr.","20,30 Kr.",25-11-2020,Thyborøn
Hvilling,"3,0",110 kg.,"13,88 Kr.","13,91 Kr.",25-11-2020,Thyborøn
Ising,"1,0",142 kg.,"21,98 Kr.","22,97 Kr.",25-11-2020,Thyborøn
Ising,"2,0",257 kg.,"13,97 Kr.","14,51 Kr.",25-11-2020,Thyborøn
Knurhaner,"2,0",11 kg.,"30,60 Kr.","30,60 Kr.",25-11-2020,Thyborøn
Knurhaner,"3,0",35 kg.,"4,90 Kr.","4,90 Kr.",25-11-2020,Thyborøn
Knurhaner,"4,0",4 kg.,"2,30 Kr.","2,30 Kr.",25-11-2020,Thyborøn
Knurhaner,"9,0",11 kg.,"18,70 Kr.","21,70 Kr.",25-11-2020,Thyborøn
Krabbeklør,"1,0",76 kg.,"90,96 Kr.","95,20 Kr.",25-11-2020,Thyborøn
Krabbeklør,"2,0",53 kg.,"44,56 Kr.","58,40 Kr.",25-11-2020,Thyborøn
Krabbeklør,"3,0",19 kg.,"12,10 Kr.","12,10 Kr.",25-11-2020,Thyborøn
Kuller,"1,0",128 kg.,"29,54 Kr.","29,89 Kr.",25-11-2020,Thyborøn
Kuller,"2,0",94 kg.,"21,22 Kr.","22,20 Kr.",25-11-2020,Thyborøn
Kuller,"3,0",281 kg.,"12,17 Kr.","12,35 Kr.",25-11-2020,Thyborøn
Kuller,"4,0",551 kg.,"4,58 Kr.","5,59 Kr.",25-11-2020,Thyborøn
Kuller,"9,0",11 kg.,"19,61 Kr.","19,61 Kr.",25-11-2020,Thyborøn
Kulmule,"2,0",28 kg.,"33,50 Kr.","33,50 Kr.",25-11-2020,Thyborøn
Kulmule,"3,0",18 kg.,"23,60 Kr.","25,00 Kr.",25-11-2020,Thyborøn
Kulmule,"9,0",15 kg.,"22,20 Kr.","22,20 Kr.",25-11-2020,Thyborøn
Langer,"1,0",6 kg.,"29,90 Kr.","29,90 Kr.",25-11-2020,Thyborøn
Langer,"2,0",14 kg.,"27,36 Kr.","30,10 Kr.",25-11-2020,Thyborøn
Langer,"3,0",107 kg.,"17,96 Kr.","26,60 Kr.",25-11-2020,Thyborøn
Lyssej,"3,0",144 kg.,"35,59 Kr.","37,80 Kr.",25-11-2020,Thyborøn
Lyssej,"4,0",183 kg.,"28,49 Kr.","29,05 Kr.",25-11-2020,Thyborøn
Lyssej,"9,0",16 kg.,"37,40 Kr.","37,40 Kr.",25-11-2020,Thyborøn
Mørksej,"4,0",42 kg.,"10,33 Kr.","11,62 Kr.",25-11-2020,Thyborøn
Pighvar,"0,0",94 kg.,"195,99 Kr.","215,90 Kr.",25-11-2020,Thyborøn
Pighvar,"1,0",80 kg.,"159,06 Kr.","165,10 Kr.",25-11-2020,Thyborøn
Pighvar,"2,0",58 kg.,"137,79 Kr.","150,80 Kr.",25-11-2020,Thyborøn
Pighvar,"3,0",126 kg.,"109,86 Kr.","118,20 Kr.",25-11-2020,Thyborøn
Pighvar,"4,0",87 kg.,"64,94 Kr.","70,20 Kr.",25-11-2020,Thyborøn
Pighvar,"9,0",63 kg.,"32,88 Kr.","35,50 Kr.",25-11-2020,Thyborøn
Rød mulle,"9,0",20 kg.,"39,92 Kr.","41,20 Kr.",25-11-2020,Thyborøn
Rødhaj,"9,0",6 kg.,"1,20 Kr.","1,20 Kr.",25-11-2020,Thyborøn
Rødspætter,"1,0",2.880 kg.,"37,20 Kr.","40,07 Kr.",25-11-2020,Thyborøn
Rødspætter,"2,0",2.489 kg.,"39,73 Kr.","41,73 Kr.",25-11-2020,Thyborøn
Rødspætter,"3,0",3.210 kg.,"33,57 Kr.","36,95 Kr.",25-11-2020,Thyborøn
Rødspætter,"4,0",6.880 kg.,"15,71 Kr.","20,25 Kr.",25-11-2020,Thyborøn
Rødtunger,"1,0",128 kg.,"80,94 Kr.","87,20 Kr.",25-11-2020,Thyborøn
Rødtunger,"2,0",1.089 kg.,"60,67 Kr.","65,77 Kr.",25-11-2020,Thyborøn
Rødtunger,"3,0",2.509 kg.,"28,44 Kr.","31,14 Kr.",25-11-2020,Thyborøn
Sankt Peters fisk,"9,0",3 kg.,"49,97 Kr.","55,50 Kr.",25-11-2020,Thyborøn
Skægtorsk,"6,0",17 kg.,"2,90 Kr.","2,90 Kr.",25-11-2020,Thyborøn
Slethvar,"0,0",31 kg.,"91,78 Kr.","94,80 Kr.",25-11-2020,Thyborøn
Slethvar,"1,0",139 kg.,"76,80 Kr.","79,00 Kr.",25-11-2020,Thyborøn
Slethvar,"2,0",239 kg.,"32,13 Kr.","32,80 Kr.",25-11-2020,Thyborøn
Småplettet rokke,"9,0",351 kg.,"8,18 Kr.","10,30 Kr.",25-11-2020,Thyborøn
Storplettet Rokke,"9,0",161 kg.,"6,95 Kr.","7,20 Kr.",25-11-2020,Thyborøn
Torsk,"0,0",53 kg.,"53,88 Kr.","53,88 Kr.",25-11-2020,Thyborøn
Torsk,"1,0",14 kg.,"53,73 Kr.","53,73 Kr.",25-11-2020,Thyborøn
Torsk,"2,0",304 kg.,"51,27 Kr.","54,85 Kr.",25-11-2020,Thyborøn
Torsk,"3,0",948 kg.,"42,41 Kr.","44,00 Kr.",25-11-2020,Thyborøn
Torsk,"4,0",3.918 kg.,"31,89 Kr.","34,75 Kr.",25-11-2020,Thyborøn
Torsk,"5,0",5.020 kg.,"21,17 Kr.","24,57 Kr.",25-11-2020,Thyborøn
Torsk,"9,0",6 kg.,"20,80 Kr.","20,80 Kr.",25-11-2020,Thyborøn
Tunger,"1,0",193 kg.,"124,06 Kr.","135,90 Kr.",25-11-2020,Thyborøn
Tunger,"2,0",213 kg.,"96,00 Kr.","96,60 Kr.",25-11-2020,Thyborøn
Tunger,"3,0",134 kg.,"75,55 Kr.","75,90 Kr.",25-11-2020,Thyborøn
Tunger,"4,0",117 kg.,"66,61 Kr.","71,50 Kr.",25-11-2020,Thyborøn
Tunger,"5,0",137 kg.,"30,88 Kr.","31,00 Kr.",25-11-2020,Thyborøn
Alm hummer,"1,0",8 kg.,"156,15 Kr.","167,40 Kr.",26-11-2020,Thyborøn
Alm hummer,"2,0",12 kg.,"190,10 Kr.","198,90 Kr.",26-11-2020,Thyborøn
Alm hummer,"9,0",6 kg.,"116,97 Kr.","117,90 Kr.",26-11-2020,Thyborøn
Blæksprutte Ottearmet,"4,0",35 kg.,"22,54 Kr.","30,60 Kr.",26-11-2020,Thyborøn
Blæksprutter,"9,0",475 kg.,"22,59 Kr.","23,70 Kr.",26-11-2020,Thyborøn
Brosme,"9,0",5 kg.,"20,30 Kr.","20,30 Kr.",26-11-2020,Thyborøn
Fjæsing,"9,0",65 kg.,"17,72 Kr.","19,00 Kr.",26-11-2020,Thyborøn
Glashvarre,"9,0",14 kg.,"26,79 Kr.","27,60 Kr.",26-11-2020,Thyborøn
Grå knurhaner,"9,0",9 kg.,"5,90 Kr.","5,90 Kr.",26-11-2020,Thyborøn
Havkat,"2,0",20 kg.,"51,00 Kr.","51,00 Kr.",26-11-2020,Thyborøn
Havkat,"3,0",14 kg.,"34,70 Kr.","34,70 Kr.",26-11-2020,Thyborøn
Havkat,"9,0",3 kg.,"29,20 Kr.","29,20 Kr.",26-11-2020,Thyborøn
Havtaske,"2,0",28 kg.,"45,91 Kr.","46,90 Kr.",26-11-2020,Thyborøn
Havtaske,"3,0",124 kg.,"43,65 Kr.","46,90 Kr.",26-11-2020,Thyborøn
Havtaske,"4,0",233 kg.,"38,34 Kr.","39,71 Kr.",26-11-2020,Thyborøn
Havtaske,"5,0",163 kg.,"22,53 Kr.","23,33 Kr.",26-11-2020,Thyborøn
Helleflynder,"1,0",18 kg.,"93,70 Kr.","93,70 Kr.",26-11-2020,Thyborøn
Hvilling,"2,0",103 kg.,"15,14 Kr.","18,18 Kr.",26-11-2020,Thyborøn
Hvilling,"3,0",38 kg.,"3,81 Kr.","3,81 Kr.",26-11-2020,Thyborøn
Ising,"1,0",87 kg.,"24,91 Kr.","25,29 Kr.",26-11-2020,Thyborøn
Ising,"2,0",153 kg.,"13,66 Kr.","14,24 Kr.",26-11-2020,Thyborøn
Knurhaner,"2,0",9 kg.,"18,00 Kr.","18,00 Kr.",26-11-2020,Thyborøn
Knurhaner,"3,0",11 kg.,"3,90 Kr.","3,90 Kr.",26-11-2020,Thyborøn
Knurhaner,"9,0",9 kg.,"15,50 Kr.","15,50 Kr.",26-11-2020,Thyborøn
Krabbeklør,"1,0",54 kg.,"72,95 Kr.","85,60 Kr.",26-11-2020,Thyborøn
Krabbeklør,"2,0",56 kg.,"29,21 Kr.","38,40 Kr.",26-11-2020,Thyborøn
Kuller,"1,0",47 kg.,"30,41 Kr.","31,10 Kr.",26-11-2020,Thyborøn
Kuller,"2,0",37 kg.,"23,21 Kr.","23,80 Kr.",26-11-2020,Thyborøn
Kuller,"3,0",95 kg.,"9,76 Kr.","12,90 Kr.",26-11-2020,Thyborøn
Kuller,"4,0",17 kg.,"3,67 Kr.","3,67 Kr.",26-11-2020,Thyborøn
Kulmule,"0,0",1.340 kg.,"77,06 Kr.","80,57 Kr.",26-11-2020,Thyborøn
Kulmule,"1,0",2.192 kg.,"55,39 Kr.","63,63 Kr.",26-11-2020,Thyborøn
Kulmule,"2,0",5.714 kg.,"43,45 Kr.","49,33 Kr.",26-11-2020,Thyborøn
Kulmule,"3,0",2.004 kg.,"26,54 Kr.","33,34 Kr.",26-11-2020,Thyborøn
Kulmule,"4,0",206 kg.,"19,92 Kr.","19,92 Kr.",26-11-2020,Thyborøn
Kulmule,"9,0",60 kg.,"22,68 Kr.","24,88 Kr.",26-11-2020,Thyborøn
Langer,"1,0",66 kg.,"36,50 Kr.","36,50 Kr.",26-11-2020,Thyborøn
Langer,"2,0",50 kg.,"31,59 Kr.","32,79 Kr.",26-11-2020,Thyborøn
Langer,"3,0",224 kg.,"19,27 Kr.","24,55 Kr.",26-11-2020,Thyborøn
Lyssej,"2,0",7 kg.,"39,60 Kr.","39,60 Kr.",26-11-2020,Thyborøn
Lyssej,"3,0",16 kg.,"38,94 Kr.","41,00 Kr.",26-11-2020,Thyborøn
Lyssej,"4,0",72 kg.,"24,66 Kr.","26,80 Kr.",26-11-2020,Thyborøn
Mørksej,"1,0",59 kg.,"23,68 Kr.","26,84 Kr.",26-11-2020,Thyborøn
Mørksej,"2,0",74 kg.,"24,68 Kr.","26,96 Kr.",26-11-2020,Thyborøn
Mørksej,"3,0",364 kg.,"20,28 Kr.","22,48 Kr.",26-11-2020,Thyborøn
Mørksej,"4,0",347 kg.,"13,42 Kr.","16,42 Kr.",26-11-2020,Thyborøn
Pighvar,"1,0",7 kg.,"126,30 Kr.","126,30 Kr.",26-11-2020,Thyborøn
Pighvar,"2,0",14 kg.,"118,80 Kr.","118,80 Kr.",26-11-2020,Thyborøn
Pighvar,"3,0",44 kg.,"121,81 Kr.","127,70 Kr.",26-11-2020,Thyborøn
Pighvar,"4,0",65 kg.,"58,85 Kr.","62,50 Kr.",26-11-2020,Thyborøn
Pighvar,"9,0",21 kg.,"28,36 Kr.","30,30 Kr.",26-11-2020,Thyborøn
Rød mulle,"9,0",3 kg.,"36,70 Kr.","36,70 Kr.",26-11-2020,Thyborøn
Rødhaj,"9,0",23 kg.,"1,61 Kr.","5,00 Kr.",26-11-2020,Thyborøn
Rødspætter,"1,0",496 kg.,"40,54 Kr.","41,03 Kr.",26-11-2020,Thyborøn
Rødspætter,"2,0",1.201 kg.,"40,04 Kr.","43,13 Kr.",26-11-2020,Thyborøn
Rødspætter,"3,0",2.302 kg.,"30,28 Kr.","32,08 Kr.",26-11-2020,Thyborøn
Rødspætter,"4,0",4.684 kg.,"15,50 Kr.","16,10 Kr.",26-11-2020,Thyborøn
Rødtunger,"1,0",11 kg.,"92,06 Kr.","92,70 Kr.",26-11-2020,Thyborøn
Rødtunger,"2,0",407 kg.,"69,55 Kr.","73,00 Kr.",26-11-2020,Thyborøn
Rødtunger,"3,0",1.259 kg.,"26,49 Kr.","29,94 Kr.",26-11-2020,Thyborøn
Sankt Peters fisk,"9,0",1 kg.,"48,70 Kr.","48,70 Kr.",26-11-2020,Thyborøn
Skægtorsk,"6,0",4 kg.,"6,50 Kr.","6,50 Kr.",26-11-2020,Thyborøn
Skælbrosme,"9,0",22 kg.,"13,50 Kr.","13,50 Kr.",26-11-2020,Thyborøn
Skærising,"1,0",3 kg.,"52,40 Kr.","52,40 Kr.",26-11-2020,Thyborøn
Skærising,"2,0",62 kg.,"46,01 Kr.","46,90 Kr.",26-11-2020,Thyborøn
Skærising,"3,0",18 kg.,"18,10 Kr.","18,10 Kr.",26-11-2020,Thyborøn
Slethvar,"0,0",11 kg.,"78,10 Kr.","78,10 Kr.",26-11-2020,Thyborøn
Slethvar,"1,0",35 kg.,"64,06 Kr.","65,30 Kr.",26-11-2020,Thyborøn
Slethvar,"2,0",135 kg.,"33,13 Kr.","34,00 Kr.",26-11-2020,Thyborøn
Storplettet Rokke,"9,0",147 kg.,"6,79 Kr.","7,00 Kr.",26-11-2020,Thyborøn
Sømrokke,"9,0",31 kg.,"4,08 Kr.","4,50 Kr.",26-11-2020,Thyborøn
Taskekrabber,"9,0",2 kg.,"4,60 Kr.","4,60 Kr.",26-11-2020,Thyborøn
Torsk,"0,0",21 kg.,"59,47 Kr.","60,86 Kr.",26-11-2020,Thyborøn
Torsk,"1,0",34 kg.,"63,42 Kr.","64,88 Kr.",26-11-2020,Thyborøn
Torsk,"2,0",142 kg.,"57,28 Kr.","62,60 Kr.",26-11-2020,Thyborøn
Torsk,"3,0",431 kg.,"42,07 Kr.","48,30 Kr.",26-11-2020,Thyborøn
Torsk,"4,0",2.024 kg.,"31,74 Kr.","40,60 Kr.",26-11-2020,Thyborøn
Torsk,"5,0",2.658 kg.,"20,32 Kr.","21,12 Kr.",26-11-2020,Thyborøn
Tunger,"1,0",118 kg.,"119,53 Kr.","127,40 Kr.",26-11-2020,Thyborøn
Tunger,"2,0",104 kg.,"96,51 Kr.","96,90 Kr.",26-11-2020,Thyborøn
Tunger,"3,0",110 kg.,"76,63 Kr.","77,40 Kr.",26-11-2020,Thyborøn
Tunger,"4,0",89 kg.,"62,22 Kr.","67,60 Kr.",26-11-2020,Thyborøn
Tunger,"5,0",73 kg.,"31,99 Kr.","47,90 Kr.",26-11-2020,Thyborøn
Alm hummer,"1,0",31 kg.,"135,08 Kr.","141,90 Kr.",27-11-2020,Thyborøn
Alm hummer,"2,0",4 kg.,"154,80 Kr.","154,80 Kr.",27-11-2020,Thyborøn
Alm hummer,"9,0",7 kg.,"127,50 Kr.","127,50 Kr.",27-11-2020,Thyborøn
Blæksprutte Ottearmet,"4,0",20 kg.,"3,80 Kr.","3,80 Kr.",27-11-2020,Thyborøn
Blæksprutter,"9,0",1.142 kg.,"16,70 Kr.","30,90 Kr.",27-11-2020,Thyborøn
Brosme,"9,0",24 kg.,"23,13 Kr.","29,40 Kr.",27-11-2020,Thyborøn
Fjæsing,"9,0",30 kg.,"21,30 Kr.","21,30 Kr.",27-11-2020,Thyborøn
Glashvarre,"9,0",16 kg.,"1,40 Kr.","1,40 Kr.",27-11-2020,Thyborøn
Havkat,"1,0",26 kg.,"49,20 Kr.","49,20 Kr.",27-11-2020,Thyborøn
Havkat,"2,0",21 kg.,"41,75 Kr.","52,50 Kr.",27-11-2020,Thyborøn
Havkat,"3,0",14 kg.,"31,70 Kr.","31,70 Kr.",27-11-2020,Thyborøn
Havtaske,"1,0",160 kg.,"36,37 Kr.","40,63 Kr.",27-11-2020,Thyborøn
Havtaske,"2,0",250 kg.,"41,26 Kr.","47,90 Kr.",27-11-2020,Thyborøn
Havtaske,"3,0",540 kg.,"42,20 Kr.","44,34 Kr.",27-11-2020,Thyborøn
Havtaske,"4,0",434 kg.,"41,70 Kr.","42,63 Kr.",27-11-2020,Thyborøn
Havtaske,"5,0",18 kg.,"21,87 Kr.","21,87 Kr.",27-11-2020,Thyborøn
Havtaske,"9,0",6 kg.,"39,30 Kr.","39,30 Kr.",27-11-2020,Thyborøn
Havtaske u/h,"1,0",8 kg.,"82,70 Kr.","82,70 Kr.",27-11-2020,Thyborøn
Havtaske u/h,"2,0",11 kg.,"96,90 Kr.","96,90 Kr.",27-11-2020,Thyborøn
Havtaske u/h,"3,0",48 kg.,"97,80 Kr.","97,80 Kr.",27-11-2020,Thyborøn
Havtaske u/h,"4,0",56 kg.,"92,98 Kr.","95,60 Kr.",27-11-2020,Thyborøn
Havtaske u/h,"5,0",60 kg.,"65,00 Kr.","65,00 Kr.",27-11-2020,Thyborøn
Helleflynder,"1,0",55 kg.,"94,92 Kr.","106,20 Kr.",27-11-2020,Thyborøn
Helleflynder,"2,0",4 kg.,"116,40 Kr.","116,40 Kr.",27-11-2020,Thyborøn
Helleflynder,"4,0",8 kg.,"102,30 Kr.","102,30 Kr.",27-11-2020,Thyborøn
Hvilling,"2,0",26 kg.,"12,84 Kr.","12,84 Kr.",27-11-2020,Thyborøn
Hvilling,"3,0",29 kg.,"6,83 Kr.","6,83 Kr.",27-11-2020,Thyborøn
Hvilling,"9,0",8 kg.,"4,10 Kr.","4,10 Kr.",27-11-2020,Thyborøn
Ising,"1,0",489 kg.,"16,78 Kr.","18,28 Kr.",27-11-2020,Thyborøn
Ising,"2,0",802 kg.,"14,01 Kr.","14,27 Kr.",27-11-2020,Thyborøn
Ising,"9,0",7 kg.,"7,34 Kr.","7,34 Kr.",27-11-2020,Thyborøn
Knurhaner,"9,0",9 kg.,"11,30 Kr.","11,30 Kr.",27-11-2020,Thyborøn
Krabbeklør,"1,0",113 kg.,"62,09 Kr.","73,70 Kr.",27-11-2020,Thyborøn
Krabbeklør,"2,0",138 kg.,"26,56 Kr.","31,70 Kr.",27-11-2020,Thyborøn
Krabbeklør,"3,0",20 kg.,"6,68 Kr.","7,00 Kr.",27-11-2020,Thyborøn
Krabbeklør,"9,0",8 kg.,"20,40 Kr.","23,10 Kr.",27-11-2020,Thyborøn
Kuller,"1,0",41 kg.,"28,78 Kr.","29,70 Kr.",27-11-2020,Thyborøn
Kuller,"2,0",28 kg.,"22,14 Kr.","22,40 Kr.",27-11-2020,Thyborøn
Kuller,"3,0",50 kg.,"5,40 Kr.","5,40 Kr.",27-11-2020,Thyborøn
Kuller,"4,0",58 kg.,"3,85 Kr.","3,85 Kr.",27-11-2020,Thyborøn
Kulmule,"1,0",3 kg.,"35,20 Kr.","35,20 Kr.",27-11-2020,Thyborøn
Kulmule,"3,0",17 kg.,"21,10 Kr.","21,10 Kr.",27-11-2020,Thyborøn
Kulmule,"4,0",2 kg.,"6,10 Kr.","6,10 Kr.",27-11-2020,Thyborøn
Langer,"1,0",142 kg.,"25,28 Kr.","28,60 Kr.",27-11-2020,Thyborøn
Langer,"2,0",133 kg.,"25,49 Kr.","31,60 Kr.",27-11-2020,Thyborøn
Langer,"3,0",176 kg.,"18,95 Kr.","22,40 Kr.",27-11-2020,Thyborøn
Langer,"9,0",13 kg.,"16,00 Kr.","16,00 Kr.",27-11-2020,Thyborøn
Lyssej,"2,0",44 kg.,"39,50 Kr.","39,50 Kr.",27-11-2020,Thyborøn
Lyssej,"3,0",78 kg.,"31,09 Kr.","35,90 Kr.",27-11-2020,Thyborøn
Lyssej,"4,0",57 kg.,"22,88 Kr.","27,00 Kr.",27-11-2020,Thyborøn
Mørksej,"1,0",128 kg.,"11,74 Kr.","20,47 Kr.",27-11-2020,Thyborøn
Mørksej,"2,0",113 kg.,"14,92 Kr.","22,80 Kr.",27-11-2020,Thyborøn
Mørksej,"3,0",282 kg.,"12,11 Kr.","14,75 Kr.",27-11-2020,Thyborøn
Mørksej,"4,0",171 kg.,"12,76 Kr.","12,98 Kr.",27-11-2020,Thyborøn
Pighaj,"2,0",4 kg.,"12,80 Kr.","12,80 Kr.",27-11-2020,Thyborøn
Pighvar,"0,0",40 kg.,"147,37 Kr.","155,30 Kr.",27-11-2020,Thyborøn
Pighvar,"1,0",21 kg.,"137,64 Kr.","148,10 Kr.",27-11-2020,Thyborøn
Pighvar,"2,0",25 kg.,"130,90 Kr.","133,20 Kr.",27-11-2020,Thyborøn
Pighvar,"3,0",67 kg.,"111,73 Kr.","117,60 Kr.",27-11-2020,Thyborøn
Pighvar,"4,0",79 kg.,"59,11 Kr.","59,60 Kr.",27-11-2020,Thyborøn
Pighvar,"9,0",24 kg.,"27,37 Kr.","68,20 Kr.",27-11-2020,Thyborøn
Rød mulle,"9,0",2 kg.,"35,90 Kr.","35,90 Kr.",27-11-2020,Thyborøn
Rødspætter,"1,0",508 kg.,"38,86 Kr.","40,60 Kr.",27-11-2020,Thyborøn
Rødspætter,"2,0",1.108 kg.,"36,14 Kr.","40,67 Kr.",27-11-2020,Thyborøn
Rødspætter,"3,0",2.154 kg.,"26,60 Kr.","31,95 Kr.",27-11-2020,Thyborøn
Rødspætter,"4,0",4.666 kg.,"15,34 Kr.","15,74 Kr.",27-11-2020,Thyborøn
Rødspætter,"9,0",14 kg.,"23,80 Kr.","23,80 Kr.",27-11-2020,Thyborøn
Rødtunger,"1,0",59 kg.,"78,77 Kr.","79,60 Kr.",27-11-2020,Thyborøn
Rødtunger,"2,0",610 kg.,"68,09 Kr.","72,70 Kr.",27-11-2020,Thyborøn
Rødtunger,"3,0",1.029 kg.,"28,28 Kr.","35,20 Kr.",27-11-2020,Thyborøn
Sankt Peters fisk,"9,0",1 kg.,"43,80 Kr.","43,80 Kr.",27-11-2020,Thyborøn
Skærising,"1,0",103 kg.,"30,06 Kr.","53,40 Kr.",27-11-2020,Thyborøn
Skærising,"2,0",281 kg.,"24,54 Kr.","45,00 Kr.",27-11-2020,Thyborøn
Skærising,"3,0",51 kg.,"8,20 Kr.","8,20 Kr.",27-11-2020,Thyborøn
Slethvar,"1,0",60 kg.,"61,74 Kr.","67,60 Kr.",27-11-2020,Thyborøn
Slethvar,"2,0",85 kg.,"37,42 Kr.","37,80 Kr.",27-11-2020,Thyborøn
Slethvar,"9,0",5 kg.,"49,50 Kr.","49,50 Kr.",27-11-2020,Thyborøn
Småplettet rokke,"9,0",72 kg.,"2,33 Kr.","2,46 Kr.",27-11-2020,Thyborøn
Storplettet Rokke,"9,0",45 kg.,"2,37 Kr.","2,70 Kr.",27-11-2020,Thyborøn
Sømrokke,"9,0",11 kg.,"1,69 Kr.","2,90 Kr.",27-11-2020,Thyborøn
Torsk,"0,0",180 kg.,"58,44 Kr.","61,06 Kr.",27-11-2020,Thyborøn
Torsk,"1,0",739 kg.,"57,07 Kr.","65,10 Kr.",27-11-2020,Thyborøn
Torsk,"2,0",1.763 kg.,"44,93 Kr.","57,90 Kr.",27-11-2020,Thyborøn
Torsk,"3,0",1.991 kg.,"34,53 Kr.","49,84 Kr.",27-11-2020,Thyborøn
Torsk,"4,0",3.367 kg.,"27,14 Kr.","35,42 Kr.",27-11-2020,Thyborøn
Torsk,"5,0",1.957 kg.,"18,74 Kr.","18,84 Kr.",27-11-2020,Thyborøn
Torskerogn,"9,0",3 kg.,"108,60 Kr.","108,60 Kr.",27-11-2020,Thyborøn
Tunger,"1,0",81 kg.,"115,64 Kr.","117,90 Kr.",27-11-2020,Thyborøn
Tunger,"2,0",79 kg.,"93,00 Kr.","93,00 Kr.",27-11-2020,Thyborøn
Tunger,"3,0",59 kg.,"77,10 Kr.","77,10 Kr.",27-11-2020,Thyborøn
Tunger,"4,0",50 kg.,"61,20 Kr.","61,20 Kr.",27-11-2020,Thyborøn
Tunger,"5,0",48 kg.,"29,80 Kr.","29,80 Kr.",27-11-2020,Thyborøn
Tunger,"9,0",12 kg.,"81,97 Kr.","89,90 Kr.",27-11-2020,Thyborøn
Alm hummer,"1,0",17 kg.,"127,85 Kr.","133,70 Kr.",30-11-2020,Thyborøn
Alm hummer,"2,0",8 kg.,"147,63 Kr.","154,10 Kr.",30-11-2020,Thyborøn
Alm hummer,"9,0",10 kg.,"65,94 Kr.","83,10 Kr.",30-11-2020,Thyborøn
Blæksprutte Ottearmet,"4,0",45 kg.,"5,40 Kr.","8,50 Kr.",30-11-2020,Thyborøn
Blæksprutter,"9,0",1.817 kg.,"17,32 Kr.","23,00 Kr.",30-11-2020,Thyborøn
Brosme,"9,0",38 kg.,"21,00 Kr.","21,00 Kr.",30-11-2020,Thyborøn
Fjæsing,"9,0",159 kg.,"8,34 Kr.","22,40 Kr.",30-11-2020,Thyborøn
Glashvarre,"9,0",24 kg.,"15,74 Kr.","22,80 Kr.",30-11-2020,Thyborøn
Glathaj,"9,0",17 kg.,"14,13 Kr.","14,20 Kr.",30-11-2020,Thyborøn
Grå knurhaner,"9,0",16 kg.,"2,70 Kr.","2,70 Kr.",30-11-2020,Thyborøn
Havkat,"1,0",55 kg.,"47,24 Kr.","48,00 Kr.",30-11-2020,Thyborøn
Havkat,"2,0",81 kg.,"48,40 Kr.","49,10 Kr.",30-11-2020,Thyborøn
Havkat,"3,0",55 kg.,"22,68 Kr.","28,50 Kr.",30-11-2020,Thyborøn
Havtaske,"1,0",401 kg.,"30,79 Kr.","32,19 Kr.",30-11-2020,Thyborøn
Havtaske,"2,0",1.142 kg.,"33,97 Kr.","39,60 Kr.",30-11-2020,Thyborøn
Havtaske,"3,0",1.979 kg.,"34,01 Kr.","36,50 Kr.",30-11-2020,Thyborøn
Havtaske,"4,0",1.367 kg.,"33,54 Kr.","35,40 Kr.",30-11-2020,Thyborøn
Havtaske,"5,0",341 kg.,"20,26 Kr.","21,85 Kr.",30-11-2020,Thyborøn
Havtaske,"9,0",10 kg.,"18,76 Kr.","18,90 Kr.",30-11-2020,Thyborøn
Havtaske u/h,"1,0",5 kg.,"81,70 Kr.","81,70 Kr.",30-11-2020,Thyborøn
Havtaske u/h,"4,0",12 kg.,"88,50 Kr.","88,50 Kr.",30-11-2020,Thyborøn
